Year,Genre,Sentence
1952,Biographies,"It was very late in the afternoon. If you would like to learn the measure of a man that is the time of day to watch him. We are all half an inch taller in the morning than at night; it is fairly easy to take a large view of things when the mind is rested and the nerves are calm. But the day is a steady drain of small annoyances, and the difference in the size of men becomes hourly more apparent. The little man loses his temper; the big man takes a firmer hold. It was very late in the afternoon in Galilee."
2020,Biographies,"On November 4, 2008, when many world leaders waited to hear the results of the American presidential election, Italian prime minister Silvio Berlusconi was in his Roman residence preparing to have sex."
1959,Biographies,"On the 4th of May 1825, when Thomas Henry Huxley was born in the sleepy old village of Ealing, English society still had its roots deep in the eighteenth century. By the 29th June 1895, when he died at the newly developing seaside resort of Eastbourne, it was already feeling its way into the twentieth."
2011,Biographies,"If the legendary oddsmaker Jimmy the Greek had been alive when the Civil War began, he would probably have given the South a better-than-even chance of winning."
2021,Biographies,Abraham Lincoln was apparently one of those men who regard connubial bliss as an oxymoron.
2002,Biographies,"The room on the first floor of the Barbour County Courthouse in the little town of Eufaula, Alabama, was normally the County Clerks Office, but after it had closed for the day on August 2, 1957, it was being used by the countys Board of Registrars, the body that registered citizens so they could vote in electionsnot that the Board was going to register any of the three persons who were applying that day, for the skin of these applicants was black."
2010,Biographies,"In March 1793 Gilbert Stuart crossed the North Atlantic for the express purpose of painting President George Washington, the supreme prize of the age for any ambitious portrait artist."
2017,Biographies,"Even as other Civil War generals rushed to publish their memoirs, flaunting their conquests and cashing in on their celebrity, Ulysses S. Grant refused to trumpet his accomplishments in print."
1973,Biographies,"It was a splendid day in Vermont when they buried Robert Frost, the sky without a cloud, the light from the white landscape making every elm and barn as sharp as a blade, and the people crunching quietly through the deep snow and squinting in the enormous sun."
1989,Biographies,I met him first on a winters afternoon in what I almost slipped into calling the vestry of his suite at the Plaza Hotel in New York.
2022,Biographies,"A long time ago in another country, I nearly killed a man."
2009,Biographies,Global brands dont come much bigger than Charles Darwin.
2022,Biographies,My mother would be horrified by this book.
2023,Biographies,"On December 5, 1955, a young Black man became one of Americas founding fathers."
2011,Biographies,George Burns was always willing to sacrifice truth for a good line.
2016,Biographies,"In the summer of 2004 I set out to investigate someone I scarcely knew, my father."
2022,Biographies,"7 April 1944 After days of delay, weeks of obsessive preparation, months of watching the failed attempts of others and two years of seeing the depth to which human beings could sink, the moment had finally come. It was time to escape."
2021,Biographies,"Leonard Cohen never planned to be a rock star. He had ambitions to be a novelist or, better still, to be recognized for his greatest love, poetry."
1999,Biographies,The life of Mozart is the triumph of genius over precociousness.
2018,Biographies,"Abraham Lincoln, Theodore Roosevelt, Franklin Roosevelt, and Lyndon Johnsonthe lives and times of these four men have occupied me for half a century. I have awakened with them in the morning and thought about them when I went to bed at night."
2009,Biographies,"We are all pebbles dropped in the sea of history, where the splash strikes one way and the big tides run another, and though what we feel is the splash, the splash takes place only within those tides. In almost every case, the incoming current drowns the splash; once in a while the drop of the pebble changes the way the ocean runs."
1980,Biographies,"Havelock Ellis was a revolutionary, one of the seminal figures responsible for the creation of a modern sensibility, although, like most revolutionaries, he would not have been happy with the world he helped to create."
2021,Biographies,"Elvis was the survivor of twin boys, a fact that strongly influenced his life"
2021,Biographies,"In the origin story that Mike Nichols liked to tell, he was born at the age of seven."
2001,Biographies,"In 1938, near the end of a decade of monumental turmoil, the years number-one newsmaker was not Franklin Delano Roosevelt, Hitler, or Mussolini. It wasnt Pope Pius XI, nor was it Lou Gehrig, Howard Hughes, or Clark Gable. The subject of the most newspaper column inches in 1938 wasnt even a person. It was an undersized, crooked-legged racehorse named Seabiscuit."
2020,Biographies,I hate biographies; they always end badly.
1992,Biographies,"As his parents finished packing the few personal belongings that they were permitted to take out of Germany, the bespectacled fifteen-year-old boy stood in the corner of the apartment and memorized the details of the scene."
2003,Biographies,"His arrival in Philadelphia is one of the most famous scenes in autobiographical literature: the bedraggled 17-year-old runaway, cheeky yet with a pretense of humility, straggling off the boat and buying three puffy rolls as he wanders up Market Street. But wait a minute. Theres something more."
